operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
AcceptAdministratorInvitation,/administrator,POST,We recommend using Organizations instead of Sec...,administrator_accounts,accept_administrator_invitation,exec,,,,,
AcceptInvitation,/master,POST,"This method is deprecated. Instead, use `Accept...",invitations,accept_invitation,exec,,,,,
BatchDeleteAutomationRules,/automationrules/delete,POST,Deletes one or more automation rules.,automation_rules,batch_delete_automation_rules,exec,,,,,
BatchDisableStandards,/standards/deregister,POST,Disables the standards specified by the provide...,standards,batch_disable_standards,exec,,,,,
BatchEnableStandards,/standards/register,POST,Enables the standards specified by the provided...,standards,batch_enable_standards,exec,,,,,
BatchGetAutomationRules,/automationrules/get,POST,Retrieves a list of details for automation rule...,automation_rules,batch_get_automation_rules,exec,,,,,
BatchGetConfigurationPolicyAssociations,/configurationPolicyAssociation/batchget,POST,Returns associations between an Security Hub co...,configuration_policy_associations,batch_get_configuration_policy_associations,exec,,,,,
BatchGetSecurityControls,/securityControls/batchGet,POST,Provides details about a batch of security cont...,security_controls,batch_get_security_controls,exec,,,,,
BatchGetStandardsControlAssociations,/associations/batchGet,POST,"For a batch of security controls and standards,...",standards_control_associations,batch_get_standards_control_associations,exec,,,,,
BatchImportFindings,/findings/import,POST,Imports security findings generated by a findin...,findings,batch_import_findings,exec,,,,,
BatchUpdateAutomationRules,/automationrules/update,PATCH,Updates one or more automation rules based on r...,automation_rules,batch_update_automation_rules,exec,,,,,
BatchUpdateFindings,/findings/batchupdate,PATCH,Used by Security Hub customers to update inform...,findings,batch_update_findings,exec,,,,,
BatchUpdateFindingsV2,/findingsv2/batchupdatev2,PATCH,Used by customers to update information about t...,findings_v2,batch_update_findings_v2,exec,,,,,
BatchUpdateStandardsControlAssociations,/associations,PATCH,"For a batch of security controls and standards,...",standards_control_associations,batch_update_standards_control_associations,exec,,,,,
CreateActionTarget,/actionTargets,POST,Creates a custom action target in Security Hub....,action_targets,create_action_target,insert,,,,,
CreateAggregatorV2,/aggregatorv2/create,POST,Enables aggregation across Amazon Web Services ...,aggregators_v2,create_aggregator_v2,insert,,,,,
CreateAutomationRule,/automationrules/create,POST,Creates an automation rule based on input param...,automation_rules,create_automation_rule,insert,,,,,
CreateAutomationRuleV2,/automationrulesv2/create,POST,Creates a V2 automation rule.,automation_rules_v2,create_automation_rule_v2,insert,,,,,
CreateConfigurationPolicy,/configurationPolicy/create,POST,Creates a configuration policy with the defined...,configuration_policies,create_configuration_policy,insert,,,,,
CreateConnectorV2,/connectorsv2,POST,Grants permission to create a connectorV2 based...,connectors_v2,create_connector_v2,insert,,,,,
CreateFindingAggregator,/findingAggregator/create,POST,The _aggregation Region_ is now called the _hom...,finding_aggregators,create_finding_aggregator,insert,,,,,
CreateInsight,/insights,POST,Creates a custom insight in Security Hub. An in...,insights,create_insight,insert,,,,,
CreateMembers,/members,POST,Creates a member association in Security Hub be...,members,create_members,insert,,,,,
CreateTicketV2,/ticketsv2,POST,Grants permission to create a ticket in the cho...,tickets_v2,create_ticket_v2,insert,,,,,
DeclineInvitations,/invitations/decline,POST,We recommend using Organizations instead of Sec...,invitations,decline_invitations,exec,,,,,
DeleteActionTarget,/actionTargets/{ActionTargetArn+},DELETE,Deletes a custom action target from Security Hu...,action_targets,delete_action_target,delete,,,,,
DeleteAggregatorV2,/aggregatorv2/delete/{AggregatorV2Arn+},DELETE,Deletes the Aggregator V2.,aggregators_v2,delete_aggregator_v2,delete,,,,,
DeleteAutomationRuleV2,/automationrulesv2/{Identifier},DELETE,Deletes a V2 automation rule.,automation_rules_v2,delete_automation_rule_v2,delete,,,,,
DeleteConfigurationPolicy,/configurationPolicy/{Identifier},DELETE,Deletes a configuration policy. Only the Securi...,configuration_policies,delete_configuration_policy,delete,,,,,
DeleteConnectorV2,/connectorsv2/{ConnectorId+},DELETE,Grants permission to delete a connectorV2.,connectors_v2,delete_connector_v2,delete,,,,,
DeleteFindingAggregator,/findingAggregator/delete/{FindingAggregatorArn+},DELETE,The _aggregation Region_ is now called the _hom...,finding_aggregators,delete_finding_aggregator,delete,,,,,
DeleteInsight,/insights/{InsightArn+},DELETE,Deletes the insight specified by the `InsightArn`.,insights,delete_insight,delete,,,,,
DeleteInvitations,/invitations/delete,POST,We recommend using Organizations instead of Sec...,invitations,delete_invitations,delete,,,,,
DeleteMembers,/members/delete,POST,Deletes the specified member accounts from Secu...,members,delete_members,delete,,,,,
DescribeActionTargets,/actionTargets/get,POST,Returns a list of the custom action targets in ...,action_targets,describe_action_targets,select,$.ActionTargets,NextToken,body,NextToken,body
DescribeHub,/accounts,GET,Returns details about the Hub resource in your ...,hub,describe_hub,select,,,,,
DescribeOrganizationConfiguration,/organization/configuration,GET,Returns information about the way your organiza...,organization_configuration,describe_organization_configuration,select,,,,,
DescribeProducts,/products,GET,Returns information about product integrations ...,products,describe_products,select,$.Products,,,,
DescribeProductsV2,/productsV2,GET,Gets information about the product integration.,products_v2,describe_products_v2,select,$.ProductsV2,,,,
DescribeSecurityHubV2,/hubv2,GET,Returns details about the service resource in y...,hub_v2,describe_security_hub_v2,select,,,,,
DescribeStandards,/standards,GET,Returns a list of the available standards in Se...,standards,describe_standards,select,$.Standards,,,,
DescribeStandardsControls,/standards/controls/{StandardsSubscriptionArn+},GET,Returns a list of security standards controls. ...,standards_controls,describe_standards_controls,select,$.Controls,,,,
DisableImportFindingsForProduct,/productSubscriptions/{ProductSubscriptionArn+},DELETE,Disables the integration of the specified produ...,product_subscriptions,disable_import_findings_for_product,delete,,,,,
DisableOrganizationAdminAccount,/organization/admin/disable,POST,Disables a Security Hub administrator account. ...,organization_admin_accounts,disable_organization_admin_account,exec,,,,,
DisableSecurityHub,/accounts,DELETE,Disables Security Hub in your account only in t...,hub,disable_security_hub,delete,,,,,
DisableSecurityHubV2,/hubv2,DELETE,Disable the service for the current Amazon Web ...,hub_v2,disable_security_hub_v2,delete,,,,,
DisassociateFromAdministratorAccount,/administrator/disassociate,POST,Disassociates the current Security Hub member a...,administrator_accounts,disassociate_from_administrator_account,exec,,,,,
DisassociateFromMasterAccount,/master/disassociate,POST,"This method is deprecated. Instead, use `Disass...",master_accounts,disassociate_from_master_account,exec,,,,,
DisassociateMembers,/members/disassociate,POST,Disassociates the specified member accounts fro...,members,disassociate_members,exec,,,,,
EnableImportFindingsForProduct,/productSubscriptions,POST,Enables the integration of a partner product wi...,product_subscriptions,enable_import_findings_for_product,exec,,,,,
EnableOrganizationAdminAccount,/organization/admin/enable,POST,Designates the Security Hub administrator accou...,organization_admin_accounts,enable_organization_admin_account,exec,,,,,
EnableSecurityHub,/accounts,POST,Enables Security Hub for your account in the cu...,hub,enable_security_hub,exec,,,,,
EnableSecurityHubV2,/hubv2,POST,Enables the service in account for the current ...,hub_v2,enable_security_hub_v2,exec,,,,,
GetAdministratorAccount,/administrator,GET,Provides the details for the Security Hub admin...,administrator_accounts,get_administrator_account,select,,,,,
GetAggregatorV2,/aggregatorv2/get/{AggregatorV2Arn+},GET,Returns the configuration of the specified Aggr...,aggregators_v2,get_aggregator_v2,select,,,,,
GetAutomationRuleV2,/automationrulesv2/{Identifier},GET,Returns an automation rule for the V2 service.,automation_rules_v2,get_automation_rule_v2,select,,,,,
GetConfigurationPolicy,/configurationPolicy/get/{Identifier},GET,Provides information about a configuration poli...,configuration_policies,get_configuration_policy,select,,,,,
GetConfigurationPolicyAssociation,/configurationPolicyAssociation/get,POST,Returns the association between a configuration...,configuration_policy_associations,get_configuration_policy_association,select,,,,,
GetConnectorV2,/connectorsv2/{ConnectorId+},GET,Grants permission to retrieve details for a con...,connectors_v2,get_connector_v2,select,,,,,
GetEnabledStandards,/standards/get,POST,Returns a list of the standards that are curren...,enabled_standards,get_enabled_standards,select,$.StandardsSubscriptions,NextToken,body,NextToken,body
GetFindingAggregator,/findingAggregator/get/{FindingAggregatorArn+},GET,The _aggregation Region_ is now called the _hom...,finding_aggregators,get_finding_aggregator,select,,,,,
GetFindingHistory,/findingHistory/get,POST,Returns the history of a Security Hub finding. ...,finding_history,get_finding_history,select,$.Records,NextToken,body,NextToken,body
GetFindingStatisticsV2,/findingsv2/statistics,POST,Returns aggregated statistical data about findi...,finding_statistics_v2,get_finding_statistics_v2,select,,,,,
GetFindings,/findings,POST,Returns a list of findings that match the speci...,findings,get_findings,select,$.Findings,NextToken,body,NextToken,body
GetFindingsTrendsV2,/findingsTrendsv2,POST,Returns findings trend data based on the specif...,findings_trends_v2,get_findings_trends_v2,select,$.TrendsMetrics,NextToken,body,NextToken,body
GetFindingsV2,/findingsv2,POST,Return a list of findings that match the specif...,findings_v2,get_findings_v2,select,$.Findings,NextToken,body,NextToken,body
GetInsightResults,/insights/results/{InsightArn+},GET,Lists the results of the Security Hub insight s...,insight_results,get_insight_results,select,,,,,
GetInsights,/insights/get,POST,Lists and describes insights for the specified ...,insights,get_insights,select,$.Insights,NextToken,body,NextToken,body
GetInvitationsCount,/invitations/count,GET,We recommend using Organizations instead of Sec...,invitations_count,get_invitations_count,select,,,,,
GetMasterAccount,/master,GET,"This method is deprecated. Instead, use `GetAdm...",master_accounts,get_master_account,select,,,,,
GetMembers,/members/get,POST,Returns the details for the Security Hub member...,members,get_members,select,,,,,
GetResourcesStatisticsV2,/resourcesv2/statistics,POST,Retrieves statistical information about Amazon ...,resources_statistics_v2,get_resources_statistics_v2,select,,,,,
GetResourcesTrendsV2,/resourcesTrendsv2,POST,Returns resource trend data based on the specif...,resources_trends_v2,get_resources_trends_v2,select,$.TrendsMetrics,NextToken,body,NextToken,body
GetResourcesV2,/resourcesv2,POST,Returns a list of resources.,resources_v2,get_resources_v2,select,$.Resources,NextToken,body,NextToken,body
GetSecurityControlDefinition,/securityControl/definition,GET,Retrieves the definition of a security control....,security_control_definitions,get_security_control_definition,select,,,,,
InviteMembers,/members/invite,POST,We recommend using Organizations instead of Sec...,members,invite_members,exec,,,,,
ListAggregatorsV2,/aggregatorv2/list,GET,Retrieves a list of V2 aggregators.,aggregators_v2,list_aggregators_v2,select,$.AggregatorsV2,,,,
ListAutomationRules,/automationrules/list,GET,A list of automation rules and their metadata f...,automation_rules,list_automation_rules,select,,,,,
