operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CreateAgentRuntime,/runtimes/,PUT,Creates an Amazon Bedrock AgentCore Runtime.,,create_agent_runtime,insert,,,,,
CreateAgentRuntimeEndpoint,/runtimes/{agentRuntimeId}/runtime-endpoints/,PUT,Creates an AgentCore Runtime endpoint.,,create_agent_runtime_endpoint,insert,,,,,
CreateApiKeyCredentialProvider,/identities/CreateApiKeyCredentialProvider,POST,Creates a new API key credential provider.,,create_api_key_credential_provider,insert,,,,,
CreateBrowser,/browsers,PUT,Creates a custom browser.,,create_browser,insert,,,,,
CreateCodeInterpreter,/code-interpreters,PUT,Creates a custom code interpreter.,,create_code_interpreter,insert,,,,,
CreateEvaluator,/evaluators/create,POST,Creates a custom evaluator for agent quality as...,,create_evaluator,insert,,,,,
CreateGateway,/gateways/,POST,Creates a gateway for Amazon Bedrock Agent. A g...,,create_gateway,insert,,,,,
CreateGatewayTarget,/gateways/{gatewayIdentifier}/targets/,POST,Creates a target for a gateway. A target define...,,create_gateway_target,insert,,,,,
CreateMemory,/memories/create,POST,Creates a new Amazon Bedrock AgentCore Memory r...,,create_memory,insert,,,,,
CreateOauth2CredentialProvider,/identities/CreateOauth2CredentialProvider,POST,Creates a new OAuth2 credential provider.,,create_oauth2_credential_provider,insert,,,,,
CreateOnlineEvaluationConfig,/online-evaluation-configs/create,POST,Creates an online evaluation configuration for ...,,create_online_evaluation_config,insert,,,,,
CreatePolicy,/policy-engines/{policyEngineId}/policies,POST,Creates a policy within the AgentCore Policy sy...,,create_policy,insert,,,,,
CreatePolicyEngine,/policy-engines,POST,Creates a new policy engine within the AgentCor...,,create_policy_engine,insert,,,,,
CreateWorkloadIdentity,/identities/CreateWorkloadIdentity,POST,Creates a new workload identity.,,create_workload_identity,insert,,,,,
DeleteAgentRuntime,/runtimes/{agentRuntimeId}/,DELETE,Deletes an Amazon Bedrock AgentCore Runtime.,,delete_agent_runtime,delete,,,,,
DeleteAgentRuntimeEndpoint,/runtimes/{agentRuntimeId}/runtime-endpoints/{endpointName}/,DELETE,Deletes an AAgentCore Runtime endpoint.,,delete_agent_runtime_endpoint,delete,,,,,
DeleteApiKeyCredentialProvider,/identities/DeleteApiKeyCredentialProvider,POST,Deletes an API key credential provider.,,delete_api_key_credential_provider,delete,,,,,
DeleteBrowser,/browsers/{browserId},DELETE,Deletes a custom browser.,,delete_browser,delete,,,,,
DeleteCodeInterpreter,/code-interpreters/{codeInterpreterId},DELETE,Deletes a custom code interpreter.,,delete_code_interpreter,delete,,,,,
DeleteEvaluator,/evaluators/{evaluatorId},DELETE,Deletes a custom evaluator. Builtin evaluators ...,,delete_evaluator,delete,,,,,
DeleteGateway,/gateways/{gatewayIdentifier}/,DELETE,Deletes a gateway.,,delete_gateway,delete,,,,,
DeleteGatewayTarget,/gateways/{gatewayIdentifier}/targets/{targetId}/,DELETE,Deletes a gateway target.,,delete_gateway_target,delete,,,,,
DeleteMemory,/memories/{memoryId}/delete,DELETE,Deletes an Amazon Bedrock AgentCore Memory reso...,,delete_memory,delete,,,,,
DeleteOauth2CredentialProvider,/identities/DeleteOauth2CredentialProvider,POST,Deletes an OAuth2 credential provider.,,delete_oauth2_credential_provider,delete,,,,,
DeleteOnlineEvaluationConfig,/online-evaluation-configs/{onlineEvaluationConfigId},DELETE,Deletes an online evaluation configuration and ...,,delete_online_evaluation_config,delete,,,,,
DeletePolicy,/policy-engines/{policyEngineId}/policies/{policyId},DELETE,Deletes an existing policy from the AgentCore P...,,delete_policy,delete,,,,,
DeletePolicyEngine,/policy-engines/{policyEngineId},DELETE,Deletes an existing policy engine from the Agen...,,delete_policy_engine,delete,,,,,
DeleteResourcePolicy,/resourcepolicy/{resourceArn},DELETE,Deletes the resource-based policy for a specifi...,,delete_resource_policy,delete,,,,,
