operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DescribeEntitiesDetectionV2Job,/#X-Amz-Target=ComprehendMedical_20181030.DescribeEntitiesDetectionV2Job,POST,Gets the properties associated with a medical e...,entities_detection_v2_jobs,describe_entities_detection_v2_job,select,,,,,
DescribeICD10CMInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.DescribeICD10CMInferenceJob,POST,Gets the properties associated with an InferICD...,icd10_cm_inference_jobs,describe_icd10_cm_inference_job,select,,,,,
DescribePHIDetectionJob,/#X-Amz-Target=ComprehendMedical_20181030.DescribePHIDetectionJob,POST,Gets the properties associated with a protected...,phi_detection_jobs,describe_phi_detection_job,select,,,,,
DescribeRxNormInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.DescribeRxNormInferenceJob,POST,Gets the properties associated with an InferRxN...,rx_norm_inference_jobs,describe_rx_norm_inference_job,select,,,,,
DescribeSNOMEDCTInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.DescribeSNOMEDCTInferenceJob,POST,Gets the properties associated with an InferSNO...,snomedct_inference_jobs,describe_snomedct_inference_job,select,,,,,
DetectEntities,/#X-Amz-Target=ComprehendMedical_20181030.DetectEntities,POST,The `DetectEntities` operation is deprecated. Y...,entities,detect_entities,exec,,,,,
DetectEntitiesV2,/#X-Amz-Target=ComprehendMedical_20181030.DetectEntitiesV2,POST,Inspects the clinical text for a variety of med...,entities_v2s,detect_entities_v2,exec,,,,,
DetectPHI,/#X-Amz-Target=ComprehendMedical_20181030.DetectPHI,POST,Inspects the clinical text for protected health...,phis,detect_phi,exec,,,,,
InferICD10CM,/#X-Amz-Target=ComprehendMedical_20181030.InferICD10CM,POST,InferICD10CM detects medical conditions as enti...,icd10_cms,infer_icd10_cm,exec,,,,,
InferRxNorm,/#X-Amz-Target=ComprehendMedical_20181030.InferRxNorm,POST,InferRxNorm detects medications as entities lis...,rx_norms,infer_rx_norm,exec,,,,,
InferSNOMEDCT,/#X-Amz-Target=ComprehendMedical_20181030.InferSNOMEDCT,POST,InferSNOMEDCT detects possible medical concepts...,snomedcts,infer_snomedct,exec,,,,,
ListEntitiesDetectionV2Jobs,/#X-Amz-Target=ComprehendMedical_20181030.ListEntitiesDetectionV2Jobs,POST,Gets a list of medical entity detection jobs th...,entities_detection_v2_jobs,list_entities_detection_v2_jobs,select,,,,,
ListICD10CMInferenceJobs,/#X-Amz-Target=ComprehendMedical_20181030.ListICD10CMInferenceJobs,POST,Gets a list of InferICD10CM jobs that you have ...,icd10_cm_inference_jobs,list_icd10_cm_inference_jobs,select,,,,,
ListPHIDetectionJobs,/#X-Amz-Target=ComprehendMedical_20181030.ListPHIDetectionJobs,POST,Gets a list of protected health information (PH...,phi_detection_jobs,list_phi_detection_jobs,select,,,,,
ListRxNormInferenceJobs,/#X-Amz-Target=ComprehendMedical_20181030.ListRxNormInferenceJobs,POST,Gets a list of InferRxNorm jobs that you have s...,rx_norm_inference_jobs,list_rx_norm_inference_jobs,select,,,,,
ListSNOMEDCTInferenceJobs,/#X-Amz-Target=ComprehendMedical_20181030.ListSNOMEDCTInferenceJobs,POST,Gets a list of InferSNOMEDCT jobs a user has su...,snomedct_inference_jobs,list_snomedct_inference_jobs,select,,,,,
StartEntitiesDetectionV2Job,/#X-Amz-Target=ComprehendMedical_20181030.StartEntitiesDetectionV2Job,POST,Starts an asynchronous medical entity detection...,entities_detection_v2_jobs,start_entities_detection_v2_job,exec,,,,,
StartICD10CMInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.StartICD10CMInferenceJob,POST,Starts an asynchronous job to detect medical co...,icd10_cm_inference_jobs,start_icd10_cm_inference_job,exec,,,,,
StartPHIDetectionJob,/#X-Amz-Target=ComprehendMedical_20181030.StartPHIDetectionJob,POST,Starts an asynchronous job to detect protected ...,phi_detection_jobs,start_phi_detection_job,exec,,,,,
StartRxNormInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.StartRxNormInferenceJob,POST,Starts an asynchronous job to detect medication...,rx_norm_inference_jobs,start_rx_norm_inference_job,exec,,,,,
StartSNOMEDCTInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.StartSNOMEDCTInferenceJob,POST,Starts an asynchronous job to detect medical co...,snomedct_inference_jobs,start_snomedct_inference_job,exec,,,,,
StopEntitiesDetectionV2Job,/#X-Amz-Target=ComprehendMedical_20181030.StopEntitiesDetectionV2Job,POST,Stops a medical entities detection job in progr...,entities_detection_v2_jobs,stop_entities_detection_v2_job,exec,,,,,
StopICD10CMInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.StopICD10CMInferenceJob,POST,Stops an InferICD10CM inference job in progress.,icd10_cm_inference_jobs,stop_icd10_cm_inference_job,exec,,,,,
StopPHIDetectionJob,/#X-Amz-Target=ComprehendMedical_20181030.StopPHIDetectionJob,POST,Stops a protected health information (PHI) dete...,phi_detection_jobs,stop_phi_detection_job,exec,,,,,
StopRxNormInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.StopRxNormInferenceJob,POST,Stops an InferRxNorm inference job in progress.,rx_norm_inference_jobs,stop_rx_norm_inference_job,exec,,,,,
StopSNOMEDCTInferenceJob,/#X-Amz-Target=ComprehendMedical_20181030.StopSNOMEDCTInferenceJob,POST,Stops an InferSNOMEDCT inference job in progress.,snomedct_inference_jobs,stop_snomedct_inference_job,exec,,,,,
