operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
BatchUpdateRecommendationResourceExclusion,/v1/batch-update-recommendation-resource-exclusion,PUT,Update one or more exclusion status for a list ...,,batch_update_recommendation_resource_exclusion,exec,,,,,
GetOrganizationRecommendation,/v1/organization-recommendations/{organizationRecommendationIdentifier},GET,Get a specific recommendation within an AWS Org...,,get_organization_recommendation,select,,,,,
GetRecommendation,/v1/recommendations/{recommendationIdentifier},GET,Get a specific Recommendation,,get_recommendation,select,,,,,
ListChecks,/v1/checks,GET,List a filterable set of Checks,,list_checks,select,$.checkSummaries,,,,
ListOrganizationRecommendationAccounts,/v1/organization-recommendations/{organizationRecommendationIdentifier}/accounts,GET,Lists the accounts that own the resources for a...,,list_organization_recommendation_accounts,select,$.accountRecommendationLifecycleSummaries,,,,
ListOrganizationRecommendationResources,/v1/organization-recommendations/{organizationRecommendationIdentifier}/resources,GET,List Resources of a Recommendation within an Or...,,list_organization_recommendation_resources,select,$.organizationRecommendationResourceSummaries,,,,
ListOrganizationRecommendations,/v1/organization-recommendations,GET,List a filterable set of Recommendations within...,,list_organization_recommendations,select,$.organizationRecommendationSummaries,,,,
ListRecommendationResources,/v1/recommendations/{recommendationIdentifier}/resources,GET,List Resources of a Recommendation,,list_recommendation_resources,select,$.recommendationResourceSummaries,,,,
ListRecommendations,/v1/recommendations,GET,List a filterable set of Recommendations,,list_recommendations,select,$.recommendationSummaries,,,,
UpdateOrganizationRecommendationLifecycle,/v1/organization-recommendations/{organizationRecommendationIdentifier}/lifecycle,PUT,Update the lifecycle of a Recommendation within...,,update_organization_recommendation_lifecycle,update,,,,,
UpdateRecommendationLifecycle,/v1/recommendations/{recommendationIdentifier}/lifecycle,PUT,Update the lifecyle of a Recommendation. This A...,,update_recommendation_lifecycle,update,,,,,
