operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
AddTagsToResource,/#X-Amz-Target=AmazonDMSv20160101.AddTagsToResource,POST,"Adds metadata tags to an DMS resource, includin...",,add_tags_to_resource,exec,,,,,
ApplyPendingMaintenanceAction,/#X-Amz-Target=AmazonDMSv20160101.ApplyPendingMaintenanceAction,POST,Applies a pending maintenance action to a resou...,,apply_pending_maintenance_action,exec,,,,,
BatchStartRecommendations,/#X-Amz-Target=AmazonDMSv20160101.BatchStartRecommendations,POST,"End of support notice: On May 20, 2026, Amazon ...",,batch_start_recommendations,exec,,,,,
CancelMetadataModelConversion,/#X-Amz-Target=AmazonDMSv20160101.CancelMetadataModelConversion,POST,Cancels a single metadata model conversion oper...,,cancel_metadata_model_conversion,exec,,,,,
CancelMetadataModelCreation,/#X-Amz-Target=AmazonDMSv20160101.CancelMetadataModelCreation,POST,Cancels a single metadata model creation operat...,,cancel_metadata_model_creation,exec,,,,,
CancelReplicationTaskAssessmentRun,/#X-Amz-Target=AmazonDMSv20160101.CancelReplicationTaskAssessmentRun,POST,Cancels a single premigration assessment run. T...,,cancel_replication_task_assessment_run,exec,,,,,
CreateDataMigration,/#X-Amz-Target=AmazonDMSv20160101.CreateDataMigration,POST,Creates a data migration using the provided set...,,create_data_migration,insert,,,,,
CreateDataProvider,/#X-Amz-Target=AmazonDMSv20160101.CreateDataProvider,POST,Creates a data provider using the provided sett...,,create_data_provider,insert,,,,,
CreateEndpoint,/#X-Amz-Target=AmazonDMSv20160101.CreateEndpoint,POST,Creates an endpoint using the provided settings...,,create_endpoint,insert,,,,,
CreateEventSubscription,/#X-Amz-Target=AmazonDMSv20160101.CreateEventSubscription,POST,Creates an DMS event notification subscription....,,create_event_subscription,insert,,,,,
CreateFleetAdvisorCollector,/#X-Amz-Target=AmazonDMSv20160101.CreateFleetAdvisorCollector,POST,"End of support notice: On May 20, 2026, Amazon ...",,create_fleet_advisor_collector,insert,,,,,
CreateInstanceProfile,/#X-Amz-Target=AmazonDMSv20160101.CreateInstanceProfile,POST,Creates the instance profile using the specifie...,,create_instance_profile,insert,,,,,
CreateMigrationProject,/#X-Amz-Target=AmazonDMSv20160101.CreateMigrationProject,POST,Creates the migration project using the specifi...,,create_migration_project,insert,,,,,
CreateReplicationConfig,/#X-Amz-Target=AmazonDMSv20160101.CreateReplicationConfig,POST,Creates a configuration that you can later prov...,,create_replication_config,insert,,,,,
CreateReplicationInstance,/#X-Amz-Target=AmazonDMSv20160101.CreateReplicationInstance,POST,Creates the replication instance using the spec...,,create_replication_instance,insert,,,,,
CreateReplicationSubnetGroup,/#X-Amz-Target=AmazonDMSv20160101.CreateReplicationSubnetGroup,POST,Creates a replication subnet group given a list...,,create_replication_subnet_group,insert,,,,,
CreateReplicationTask,/#X-Amz-Target=AmazonDMSv20160101.CreateReplicationTask,POST,Creates a replication task using the specified ...,,create_replication_task,insert,,,,,
DeleteCertificate,/#X-Amz-Target=AmazonDMSv20160101.DeleteCertificate,POST,Deletes the specified certificate.,,delete_certificate,delete,,,,,
DeleteConnection,/#X-Amz-Target=AmazonDMSv20160101.DeleteConnection,POST,Deletes the connection between a replication in...,,delete_connection,delete,,,,,
DeleteDataMigration,/#X-Amz-Target=AmazonDMSv20160101.DeleteDataMigration,POST,Deletes the specified data migration.,,delete_data_migration,delete,,,,,
DeleteDataProvider,/#X-Amz-Target=AmazonDMSv20160101.DeleteDataProvider,POST,Deletes the specified data provider. All migrat...,,delete_data_provider,delete,,,,,
DeleteEndpoint,/#X-Amz-Target=AmazonDMSv20160101.DeleteEndpoint,POST,Deletes the specified endpoint. All tasks assoc...,,delete_endpoint,delete,,,,,
DeleteEventSubscription,/#X-Amz-Target=AmazonDMSv20160101.DeleteEventSubscription,POST,Deletes an DMS event subscription.,,delete_event_subscription,delete,,,,,
DeleteFleetAdvisorCollector,/#X-Amz-Target=AmazonDMSv20160101.DeleteFleetAdvisorCollector,POST,"End of support notice: On May 20, 2026, Amazon ...",,delete_fleet_advisor_collector,delete,,,,,
DeleteFleetAdvisorDatabases,/#X-Amz-Target=AmazonDMSv20160101.DeleteFleetAdvisorDatabases,POST,"End of support notice: On May 20, 2026, Amazon ...",,delete_fleet_advisor_databases,delete,,,,,
DeleteInstanceProfile,/#X-Amz-Target=AmazonDMSv20160101.DeleteInstanceProfile,POST,Deletes the specified instance profile. All mig...,,delete_instance_profile,delete,,,,,
DeleteMigrationProject,/#X-Amz-Target=AmazonDMSv20160101.DeleteMigrationProject,POST,Deletes the specified migration project. The mi...,,delete_migration_project,delete,,,,,
DeleteReplicationConfig,/#X-Amz-Target=AmazonDMSv20160101.DeleteReplicationConfig,POST,Deletes an DMS Serverless replication configura...,,delete_replication_config,delete,,,,,
DeleteReplicationInstance,/#X-Amz-Target=AmazonDMSv20160101.DeleteReplicationInstance,POST,Deletes the specified replication instance. You...,,delete_replication_instance,delete,,,,,
DeleteReplicationSubnetGroup,/#X-Amz-Target=AmazonDMSv20160101.DeleteReplicationSubnetGroup,POST,Deletes a subnet group.,,delete_replication_subnet_group,delete,,,,,
DeleteReplicationTask,/#X-Amz-Target=AmazonDMSv20160101.DeleteReplicationTask,POST,Deletes the specified replication task.,,delete_replication_task,delete,,,,,
DeleteReplicationTaskAssessmentRun,/#X-Amz-Target=AmazonDMSv20160101.DeleteReplicationTaskAssessmentRun,POST,Deletes the record of a single premigration ass...,,delete_replication_task_assessment_run,delete,,,,,
DescribeAccountAttributes,/#X-Amz-Target=AmazonDMSv20160101.DescribeAccountAttributes,POST,Lists all of the DMS attributes for a customer ...,,describe_account_attributes,select,,,,,
DescribeApplicableIndividualAssessments,/#X-Amz-Target=AmazonDMSv20160101.DescribeApplicableIndividualAssessments,POST,Provides a list of individual assessments that ...,,describe_applicable_individual_assessments,select,,,,,
DescribeCertificates,/#X-Amz-Target=AmazonDMSv20160101.DescribeCertificates,POST,Provides a description of the certificate.,,describe_certificates,select,,,,,
DescribeConnections,/#X-Amz-Target=AmazonDMSv20160101.DescribeConnections,POST,Describes the status of the connections that ha...,,describe_connections,select,,,,,
DescribeConversionConfiguration,/#X-Amz-Target=AmazonDMSv20160101.DescribeConversionConfiguration,POST,Returns configuration parameters for a schema c...,,describe_conversion_configuration,select,,,,,
DescribeDataMigrations,/#X-Amz-Target=AmazonDMSv20160101.DescribeDataMigrations,POST,Returns information about data migrations.,,describe_data_migrations,select,$.DataMigrations,,,,
DescribeDataProviders,/#X-Amz-Target=AmazonDMSv20160101.DescribeDataProviders,POST,Returns a paginated list of data providers for ...,,describe_data_providers,select,,,,,
DescribeEndpointSettings,/#X-Amz-Target=AmazonDMSv20160101.DescribeEndpointSettings,POST,Returns information about the possible endpoint...,,describe_endpoint_settings,select,,,,,
