operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DescribeAggregateComplianceByConfigRules,/#X-Amz-Target=StarlingDoveService.DescribeAggregateComplianceByConfigRules,POST,Returns a list of compliant and noncompliant ru...,aggregate_compliance_by_config_rules,describe_aggregate_compliance_by_config_rules,select,,,,,
DescribeAggregateComplianceByConformancePacks,/#X-Amz-Target=StarlingDoveService.DescribeAggregateComplianceByConformancePacks,POST,Returns a list of the existing and deleted conf...,aggregate_compliance_by_conformance_packs,describe_aggregate_compliance_by_conformance_packs,select,$.AggregateComplianceByConformancePacks,,,,
GetAggregateComplianceDetailsByConfigRule,/#X-Amz-Target=StarlingDoveService.GetAggregateComplianceDetailsByConfigRule,POST,Returns the evaluation results for the specifie...,aggregate_compliance_details,get_aggregate_compliance_details_by_config_rule,select,$.AggregateEvaluationResults,,,,
GetAggregateConfigRuleComplianceSummary,/#X-Amz-Target=StarlingDoveService.GetAggregateConfigRuleComplianceSummary,POST,Returns the number of compliant and noncomplian...,aggregate_config_rule_compliance_summaries,get_aggregate_config_rule_compliance_summary,select,,,,,
GetAggregateConformancePackComplianceSummary,/#X-Amz-Target=StarlingDoveService.GetAggregateConformancePackComplianceSummary,POST,Returns the count of compliant and noncompliant...,aggregate_conformance_pack_compliance_summaries,get_aggregate_conformance_pack_compliance_summary,select,,,,,
GetAggregateDiscoveredResourceCounts,/#X-Amz-Target=StarlingDoveService.GetAggregateDiscoveredResourceCounts,POST,Returns the resource counts across accounts and...,aggregate_discovered_resource_counts,get_aggregate_discovered_resource_counts,select,,,,,
ListAggregateDiscoveredResources,/#X-Amz-Target=StarlingDoveService.ListAggregateDiscoveredResources,POST,Accepts a resource type and returns a list of r...,aggregate_discovered_resources,list_aggregate_discovered_resources,select,$.ResourceIdentifiers,,,,
BatchGetAggregateResourceConfig,/#X-Amz-Target=StarlingDoveService.BatchGetAggregateResourceConfig,POST,Returns the current configuration items for res...,aggregate_resource_configs,batch_get_aggregate_resource_config,exec,,,,,
GetAggregateResourceConfig,/#X-Amz-Target=StarlingDoveService.GetAggregateResourceConfig,POST,Returns configuration item that is aggregated f...,aggregate_resource_configs,get_aggregate_resource_config,select,,,,,
SelectAggregateResourceConfig,/#X-Amz-Target=StarlingDoveService.SelectAggregateResourceConfig,POST,Accepts a structured query language (SQL) SELEC...,aggregate_resource_configs,select_aggregate_resource_config,exec,$.Results,,,,
DeleteAggregationAuthorization,/#X-Amz-Target=StarlingDoveService.DeleteAggregationAuthorization,POST,Deletes the authorization granted to the specif...,aggregation_authorizations,delete_aggregation_authorization,delete,,,,,
DescribeAggregationAuthorizations,/#X-Amz-Target=StarlingDoveService.DescribeAggregationAuthorizations,POST,Returns a list of authorizations granted to var...,aggregation_authorizations,describe_aggregation_authorizations,select,$.AggregationAuthorizations,,,,
PutAggregationAuthorization,/#X-Amz-Target=StarlingDoveService.PutAggregationAuthorization,POST,Authorizes the aggregator account and region to...,aggregation_authorizations,put_aggregation_authorization,replace,,,,,
DescribeComplianceByConfigRule,/#X-Amz-Target=StarlingDoveService.DescribeComplianceByConfigRule,POST,Indicates whether the specified Config rules ar...,compliance_by_config_rules,describe_compliance_by_config_rule,select,$.ComplianceByConfigRules,,,,
DescribeComplianceByResource,/#X-Amz-Target=StarlingDoveService.DescribeComplianceByResource,POST,Indicates whether the specified Amazon Web Serv...,compliance_by_resources,describe_compliance_by_resource,select,$.ComplianceByResources,,,,
GetComplianceDetailsByResource,/#X-Amz-Target=StarlingDoveService.GetComplianceDetailsByResource,POST,Returns the evaluation results for the specifie...,compliance_detail,get_compliance_details_by_resource,select,$.EvaluationResults,,,,
GetComplianceDetailsByConfigRule,/#X-Amz-Target=StarlingDoveService.GetComplianceDetailsByConfigRule,POST,Returns the evaluation results for the specifie...,compliance_details,get_compliance_details_by_config_rule,select,$.EvaluationResults,,,,
GetComplianceSummaryByConfigRule,/#X-Amz-Target=StarlingDoveService.GetComplianceSummaryByConfigRule,POST,Returns the number of Config rules that are com...,compliance_summaries,get_compliance_summary_by_config_rule,select,,,,,
GetComplianceSummaryByResourceType,/#X-Amz-Target=StarlingDoveService.GetComplianceSummaryByResourceType,POST,Returns the number of resources that are compli...,compliance_summary_summaries,get_compliance_summary_by_resource_type,select,,,,,
DescribeConfigRuleEvaluationStatus,/#X-Amz-Target=StarlingDoveService.DescribeConfigRuleEvaluationStatus,POST,Returns status information for each of your Con...,config_rule_evaluation_statuses,describe_config_rule_evaluation_status,select,$.ConfigRulesEvaluationStatus,,,,
DeleteConfigRule,/#X-Amz-Target=StarlingDoveService.DeleteConfigRule,POST,Deletes the specified Config rule and all of it...,config_rules,delete_config_rule,delete,,,,,
DescribeConfigRules,/#X-Amz-Target=StarlingDoveService.DescribeConfigRules,POST,Returns details about your Config rules.,config_rules,describe_config_rules,select,$.ConfigRules,,,,
PutConfigRule,/#X-Amz-Target=StarlingDoveService.PutConfigRule,POST,Adds or updates an Config rule to evaluate if y...,config_rules,put_config_rule,replace,,,,,
