operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeregisterSubscriptionProvider,/subscription/DeregisterSubscriptionProvider,POST,Remove a third-party subscription provider from...,subscription_providers,deregister_subscription_provider,exec,,,,,
GetRegisteredSubscriptionProvider,/subscription/GetRegisteredSubscriptionProvider,POST,Get details for a Bring Your Own License (BYOL)...,subscription_providers,get_registered_subscription_provider,select,,,,,
GetServiceSettings,/subscription/GetServiceSettings,POST,Lists the Linux subscriptions service settings ...,service_settings,get_service_settings,select,,,,,
ListLinuxSubscriptionInstances,/subscription/ListLinuxSubscriptionInstances,POST,Lists the running Amazon EC2 instances that wer...,linux_subscription_instances,list_linux_subscription_instances,select,$.Instances,,,,
ListLinuxSubscriptions,/subscription/ListLinuxSubscriptions,POST,Lists the Linux subscriptions that have been di...,linux_subscriptions,list_linux_subscriptions,select,$.Subscriptions,,,,
ListRegisteredSubscriptionProviders,/subscription/ListRegisteredSubscriptionProviders,POST,List Bring Your Own License (BYOL) subscription...,subscription_providers,list_registered_subscription_providers,select,$.RegisteredSubscriptionProviders,,,,
ListTagsForResource,/tags/{resourceArn},GET,List the metadata tags that are assigned to the...,tags,list_tags_for_resource,select,,,,,
RegisterSubscriptionProvider,/subscription/RegisterSubscriptionProvider,POST,Register the supported third-party subscription...,subscription_providers,register_subscription_provider,exec,,,,,
TagResource,/tags/{resourceArn},PUT,Add metadata tags to the specified Amazon Web S...,tags,tag_resource,exec,,,,,
UntagResource,/tags/{resourceArn},DELETE,Remove one or more metadata tag from the specif...,tags,untag_resource,delete,,,,,
UpdateServiceSettings,/subscription/UpdateServiceSettings,POST,Updates the service settings for Linux subscrip...,service_settings,update_service_settings,update,,,,,
