operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteRecommendationPreferences,/#X-Amz-Target=ComputeOptimizerService.DeleteRecommendationPreferences,POST,"Deletes a recommendation preference, such as en...",recommendation_preferences,delete_recommendation_preferences,delete,,,,,
DescribeRecommendationExportJobs,/#X-Amz-Target=ComputeOptimizerService.DescribeRecommendationExportJobs,POST,Describes recommendation export jobs created in...,recommendation_export_jobs,describe_recommendation_export_jobs,select,$.recommendationExportJobs,,,,
ExportAutoScalingGroupRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportAutoScalingGroupRecommendations,POST,Exports optimization recommendations for Amazon...,auto_scaling_group_recommendations,export_auto_scaling_group_recommendations,exec,,,,,
ExportEBSVolumeRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportEBSVolumeRecommendations,POST,Exports optimization recommendations for Amazon...,ebs_volume_recommendations,export_ebs_volume_recommendations,exec,,,,,
ExportEC2InstanceRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportEC2InstanceRecommendations,POST,Exports optimization recommendations for Amazon...,ec2_instance_recommendations,export_ec2_instance_recommendations,exec,,,,,
ExportECSServiceRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportECSServiceRecommendations,POST,Exports optimization recommendations for Amazon...,ecs_service_recommendations,export_ecs_service_recommendations,exec,,,,,
ExportIdleRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportIdleRecommendations,POST,Export optimization recommendations for your id...,idle_recommendations,export_idle_recommendations,exec,,,,,
ExportLambdaFunctionRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportLambdaFunctionRecommendations,POST,Exports optimization recommendations for Lambda...,lambda_function_recommendations,export_lambda_function_recommendations,exec,,,,,
ExportLicenseRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportLicenseRecommendations,POST,Export optimization recommendations for your li...,license_recommendations,export_license_recommendations,exec,,,,,
ExportRDSDatabaseRecommendations,/#X-Amz-Target=ComputeOptimizerService.ExportRDSDatabaseRecommendations,POST,Export optimization recommendations for your Am...,rds_database_recommendations,export_rds_database_recommendations,exec,,,,,
GetAutoScalingGroupRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetAutoScalingGroupRecommendations,POST,Returns Amazon EC2 Auto Scaling group recommend...,auto_scaling_group_recommendations,get_auto_scaling_group_recommendations,select,,,,,
GetEBSVolumeRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetEBSVolumeRecommendations,POST,Returns Amazon Elastic Block Store (Amazon EBS)...,ebs_volume_recommendations,get_ebs_volume_recommendations,select,,,,,
GetEC2InstanceRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetEC2InstanceRecommendations,POST,Returns Amazon EC2 instance recommendations. Co...,ec2_instance_recommendations,get_ec2_instance_recommendations,select,,,,,
GetEC2RecommendationProjectedMetrics,/#X-Amz-Target=ComputeOptimizerService.GetEC2RecommendationProjectedMetrics,POST,Returns the projected utilization metrics of Am...,ec2_recommendation_projected_metrics,get_ec2_recommendation_projected_metrics,select,,,,,
GetECSServiceRecommendationProjectedMetrics,/#X-Amz-Target=ComputeOptimizerService.GetECSServiceRecommendationProjectedMetrics,POST,Returns the projected metrics of Amazon ECS ser...,ecs_service_recommendations,get_ecs_service_recommendation_projected_metrics,select,,,,,
GetECSServiceRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetECSServiceRecommendations,POST,Returns Amazon ECS service recommendations. Com...,ecs_service_recommendations_details,get_ecs_service_recommendations,select,,,,,
GetEffectiveRecommendationPreferences,/#X-Amz-Target=ComputeOptimizerService.GetEffectiveRecommendationPreferences,POST,Returns the recommendation preferences that are...,recommendation_preferences,get_effective_recommendation_preferences,select,,,,,
GetEnrollmentStatus,/#X-Amz-Target=ComputeOptimizerService.GetEnrollmentStatus,POST,Returns the enrollment (opt in) status of an ac...,enrollment_status,get_enrollment_status,select,,,,,
GetEnrollmentStatusesForOrganization,/#X-Amz-Target=ComputeOptimizerService.GetEnrollmentStatusesForOrganization,POST,Returns the Compute Optimizer enrollment (opt-i...,enrollment_statuses_for_organization,get_enrollment_statuses_for_organization,select,$.accountEnrollmentStatuses,,,,
GetIdleRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetIdleRecommendations,POST,Returns idle resource recommendations. Compute ...,idle_recommendations,get_idle_recommendations,select,,,,,
GetLambdaFunctionRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetLambdaFunctionRecommendations,POST,Returns Lambda function recommendations. Comput...,lambda_function_recommendations,get_lambda_function_recommendations,select,$.lambdaFunctionRecommendations,,,,
GetLicenseRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetLicenseRecommendations,POST,Returns license recommendations for Amazon EC2 ...,license_recommendations,get_license_recommendations,select,,,,,
GetRDSDatabaseRecommendationProjectedMetrics,/#X-Amz-Target=ComputeOptimizerService.GetRDSDatabaseRecommendationProjectedMetrics,POST,Returns the projected metrics of Aurora and RDS...,rds_database_recommendations,get_rds_database_recommendation_projected_metrics,select,,,,,
GetRDSDatabaseRecommendations,/#X-Amz-Target=ComputeOptimizerService.GetRDSDatabaseRecommendations,POST,Returns Amazon Aurora and RDS database recommen...,rds_database_recommendations_details,get_rds_database_recommendations,select,,,,,
GetRecommendationPreferences,/#X-Amz-Target=ComputeOptimizerService.GetRecommendationPreferences,POST,"Returns existing recommendation preferences, su...",recommendation_preferences_details,get_recommendation_preferences,select,$.recommendationPreferencesDetails,,,,
GetRecommendationSummaries,/#X-Amz-Target=ComputeOptimizerService.GetRecommendationSummaries,POST,Returns the optimization findings for an accoun...,recommendation_summaries,get_recommendation_summaries,select,$.recommendationSummaries,,,,
PutRecommendationPreferences,/#X-Amz-Target=ComputeOptimizerService.PutRecommendationPreferences,POST,Creates a new recommendation preference or upda...,recommendation_preferences,put_recommendation_preferences,replace,,,,,
UpdateEnrollmentStatus,/#X-Amz-Target=ComputeOptimizerService.UpdateEnrollmentStatus,POST,Updates the enrollment (opt in and opt out) sta...,enrollment_status,update_enrollment_status,update,,,,,
