operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CopyBackupToRegion,/#X-Amz-Target=BaldrApiService.CopyBackupToRegion,POST,Copy an CloudHSM cluster backup to a different ...,backups,copy_backup_to_region,exec,,,,,
CreateCluster,/#X-Amz-Target=BaldrApiService.CreateCluster,POST,Creates a new CloudHSM cluster. **Cross-account...,clusters,create_cluster,insert,,,,,
CreateHsm,/#X-Amz-Target=BaldrApiService.CreateHsm,POST,Creates a new hardware security module (HSM) in...,hsms,create_hsm,insert,,,,,
DeleteBackup,/#X-Amz-Target=BaldrApiService.DeleteBackup,POST,Deletes a specified CloudHSM backup. A backup c...,backups,delete_backup,delete,,,,,
DeleteCluster,/#X-Amz-Target=BaldrApiService.DeleteCluster,POST,Deletes the specified CloudHSM cluster. Before ...,clusters,delete_cluster,delete,,,,,
DeleteHsm,/#X-Amz-Target=BaldrApiService.DeleteHsm,POST,"Deletes the specified HSM. To specify an HSM, y...",hsms,delete_hsm,delete,,,,,
DeleteResourcePolicy,/#X-Amz-Target=BaldrApiService.DeleteResourcePolicy,POST,Deletes an CloudHSM resource policy. Deleting a...,resource_policies,delete_resource_policy,delete,,,,,
DescribeBackups,/#X-Amz-Target=BaldrApiService.DescribeBackups,POST,Gets information about backups of CloudHSM clus...,backups,describe_backups,select,,,,,
DescribeClusters,/#X-Amz-Target=BaldrApiService.DescribeClusters,POST,Gets information about CloudHSM clusters. This ...,clusters,describe_clusters,select,,,,,
GetResourcePolicy,/#X-Amz-Target=BaldrApiService.GetResourcePolicy,POST,Retrieves the resource policy document attached...,resource_policies,get_resource_policy,select,,,,,
InitializeCluster,/#X-Amz-Target=BaldrApiService.InitializeCluster,POST,Claims an CloudHSM cluster by submitting the cl...,clusters,initialize_cluster,exec,,,,,
ListTags,/#X-Amz-Target=BaldrApiService.ListTags,POST,Gets a list of tags for the specified CloudHSM ...,tags,list_tags,select,,,,,
ModifyBackupAttributes,/#X-Amz-Target=BaldrApiService.ModifyBackupAttributes,POST,Modifies attributes for CloudHSM backup. **Cros...,backups,modify_backup_attributes,exec,,,,,
ModifyCluster,/#X-Amz-Target=BaldrApiService.ModifyCluster,POST,Modifies CloudHSM cluster. **Cross-account use:...,clusters,modify_cluster,exec,,,,,
PutResourcePolicy,/#X-Amz-Target=BaldrApiService.PutResourcePolicy,POST,Creates or updates an CloudHSM resource policy....,resource_policies,put_resource_policy,replace,,,,,
RestoreBackup,/#X-Amz-Target=BaldrApiService.RestoreBackup,POST,Restores a specified CloudHSM backup that is in...,backups,restore_backup,exec,,,,,
TagResource,/#X-Amz-Target=BaldrApiService.TagResource,POST,Adds or overwrites one or more tags for the spe...,tags,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=BaldrApiService.UntagResource,POST,Removes the specified tag or tags from the spec...,tags,untag_resource,exec,,,,,
