operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CancelBatchJobExecution,/applications/{applicationId}/batch-job-executions/{executionId}/cancel,POST,Cancels the running of a specific batch job exe...,,cancel_batch_job_execution,exec,,,,,
CreateApplication,/applications,POST,Creates a new application with given parameters...,,create_application,insert,,,,,
CreateDataSetExportTask,/applications/{applicationId}/dataset-export-task,POST,Starts a data set export task for a specific ap...,,create_data_set_export_task,insert,,,,,
CreateDataSetImportTask,/applications/{applicationId}/dataset-import-task,POST,Starts a data set import task for a specific ap...,,create_data_set_import_task,insert,,,,,
CreateDeployment,/applications/{applicationId}/deployments,POST,Creates and starts a deployment to deploy an ap...,,create_deployment,insert,,,,,
CreateEnvironment,/environments,POST,Creates a runtime environment for a given runti...,,create_environment,insert,,,,,
DeleteApplication,/applications/{applicationId},DELETE,Deletes a specific application. You cannot dele...,,delete_application,delete,,,,,
DeleteApplicationFromEnvironment,/applications/{applicationId}/environment/{environmentId},DELETE,Deletes a specific application from the specifi...,,delete_application_from_environment,delete,,,,,
DeleteEnvironment,/environments/{environmentId},DELETE,Deletes a specific runtime environment. The env...,,delete_environment,delete,,,,,
GetApplication,/applications/{applicationId},GET,Describes the details of a specific application.,,get_application,select,,,,,
GetApplicationVersion,/applications/{applicationId}/versions/{applicationVersion},GET,Returns details about a specific version of a s...,,get_application_version,select,,,,,
GetBatchJobExecution,/applications/{applicationId}/batch-job-executions/{executionId},GET,Gets the details of a specific batch job execut...,,get_batch_job_execution,select,,,,,
GetDataSetDetails,/applications/{applicationId}/datasets/{dataSetName},GET,Gets the details of a specific data set.,,get_data_set_details,select,,,,,
GetDataSetExportTask,/applications/{applicationId}/dataset-export-tasks/{taskId},GET,Gets the status of a data set import task initi...,,get_data_set_export_task,select,,,,,
GetDataSetImportTask,/applications/{applicationId}/dataset-import-tasks/{taskId},GET,Gets the status of a data set import task initi...,,get_data_set_import_task,select,,,,,
GetDeployment,/applications/{applicationId}/deployments/{deploymentId},GET,Gets details of a specific deployment with a gi...,,get_deployment,select,,,,,
GetEnvironment,/environments/{environmentId},GET,Describes a specific runtime environment.,,get_environment,select,,,,,
GetSignedBluinsightsUrl,/signed-bi-url,GET,Gets a single sign-on URL that can be used to c...,,get_signed_bluinsights_url,select,,,,,
ListApplicationVersions,/applications/{applicationId}/versions,GET,Returns a list of the application versions for ...,,list_application_versions,select,$.applicationVersions,,,,
ListApplications,/applications,GET,Lists the applications associated with a specif...,,list_applications,select,$.applications,,,,
ListBatchJobDefinitions,/applications/{applicationId}/batch-job-definitions,GET,Lists all the available batch job definitions b...,,list_batch_job_definitions,select,$.batchJobDefinitions,,,,
ListBatchJobExecutions,/applications/{applicationId}/batch-job-executions,GET,"Lists historical, current, and scheduled batch ...",,list_batch_job_executions,select,$.batchJobExecutions,,,,
ListBatchJobRestartPoints,/applications/{applicationId}/batch-job-executions/{executionId}/steps,GET,Lists all the job steps for a JCL file to resta...,,list_batch_job_restart_points,select,,,,,
ListDataSetExportHistory,/applications/{applicationId}/dataset-export-tasks,GET,Lists the data set exports for the specified ap...,,list_data_set_export_history,select,$.dataSetExportTasks,,,,
ListDataSetImportHistory,/applications/{applicationId}/dataset-import-tasks,GET,Lists the data set imports for the specified ap...,,list_data_set_import_history,select,$.dataSetImportTasks,,,,
ListDataSets,/applications/{applicationId}/datasets,GET,Lists the data sets imported for a specific app...,,list_data_sets,select,$.dataSets,,,,
ListDeployments,/applications/{applicationId}/deployments,GET,Returns a list of all deployments of a specific...,,list_deployments,select,$.deployments,,,,
ListEngineVersions,/engine-versions,GET,Lists the available engine versions.,,list_engine_versions,select,$.engineVersions,,,,
ListEnvironments,/environments,GET,Lists the runtime environments.,,list_environments,select,$.environments,,,,
ListTagsForResource,/tags/{resourceArn},GET,Lists the tags for the specified resource.,,list_tags_for_resource,select,,,,,
StartApplication,/applications/{applicationId}/start,POST,Starts an application that is currently stopped.,,start_application,exec,,,,,
StartBatchJob,/applications/{applicationId}/batch-job,POST,Starts a batch job and returns the unique ident...,,start_batch_job,exec,,,,,
StopApplication,/applications/{applicationId}/stop,POST,Stops a running application.,,stop_application,exec,,,,,
TagResource,/tags/{resourceArn},POST,Adds one or more tags to the specified resource.,,tag_resource,exec,,,,,
UntagResource,/tags/{resourceArn},DELETE,Removes one or more tags from the specified res...,,untag_resource,delete,,,,,
UpdateApplication,/applications/{applicationId},PATCH,Updates an application and creates a new version.,,update_application,update,,,,,
UpdateEnvironment,/environments/{environmentId},PATCH,Updates the configuration details for a specifi...,,update_environment,update,,,,,
