operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
AssociateSourceViews,/#X-Amz-Target=AWSBilling.AssociateSourceViews,POST,Associates one or more source billing views wit...,,associate_source_views,exec,,,,,
CreateBillingView,/#X-Amz-Target=AWSBilling.CreateBillingView,POST,Creates a billing view with the specified billi...,,create_billing_view,insert,,,,,
DeleteBillingView,/#X-Amz-Target=AWSBilling.DeleteBillingView,POST,Deletes the specified billing view.,,delete_billing_view,delete,,,,,
DisassociateSourceViews,/#X-Amz-Target=AWSBilling.DisassociateSourceViews,POST,Removes the association between one or more sou...,,disassociate_source_views,exec,,,,,
GetBillingView,/#X-Amz-Target=AWSBilling.GetBillingView,POST,Returns the metadata associated to the specifie...,,get_billing_view,select,,,,,
GetResourcePolicy,/#X-Amz-Target=AWSBilling.GetResourcePolicy,POST,Returns the resource-based policy document atta...,,get_resource_policy,select,,,,,
ListBillingViews,/#X-Amz-Target=AWSBilling.ListBillingViews,POST,Lists the billing views available for a given t...,,list_billing_views,select,$.billingViews,,,,
ListSourceViewsForBillingView,/#X-Amz-Target=AWSBilling.ListSourceViewsForBillingView,POST,Lists the source views (managed Amazon Web Serv...,,list_source_views_for_billing_view,select,$.sourceViews,,,,
ListTagsForResource,/#X-Amz-Target=AWSBilling.ListTagsForResource,POST,Lists tags associated with the billing view res...,,list_tags_for_resource,select,,,,,
TagResource,/#X-Amz-Target=AWSBilling.TagResource,POST,An API operation for adding one or more tags (k...,,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=AWSBilling.UntagResource,POST,Removes one or more tags from a resource. Speci...,,untag_resource,exec,,,,,
UpdateBillingView,/#X-Amz-Target=AWSBilling.UpdateBillingView,POST,An API to update the attributes of the billing ...,,update_billing_view,update,,,,,
