operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
BatchCreateBillScenarioCommitmentModification,/#X-Amz-Target=AWSBCMPricingCalculator.BatchCreateBillScenarioCommitmentModification,POST,"Create Compute Savings Plans, EC2 Instance Savi...",,batch_create_bill_scenario_commitment_modification,exec,,,,,
BatchCreateBillScenarioUsageModification,/#X-Amz-Target=AWSBCMPricingCalculator.BatchCreateBillScenarioUsageModification,POST,Create Amazon Web Services service usage that y...,,batch_create_bill_scenario_usage_modification,exec,,,,,
BatchCreateWorkloadEstimateUsage,/#X-Amz-Target=AWSBCMPricingCalculator.BatchCreateWorkloadEstimateUsage,POST,Create Amazon Web Services service usage that y...,,batch_create_workload_estimate_usage,exec,,,,,
BatchDeleteBillScenarioCommitmentModification,/#X-Amz-Target=AWSBCMPricingCalculator.BatchDeleteBillScenarioCommitmentModification,POST,Delete commitment that you have created in a Bi...,,batch_delete_bill_scenario_commitment_modification,exec,,,,,
BatchDeleteBillScenarioUsageModification,/#X-Amz-Target=AWSBCMPricingCalculator.BatchDeleteBillScenarioUsageModification,POST,Delete usage that you have created in a Bill Sc...,,batch_delete_bill_scenario_usage_modification,exec,,,,,
BatchDeleteWorkloadEstimateUsage,/#X-Amz-Target=AWSBCMPricingCalculator.BatchDeleteWorkloadEstimateUsage,POST,Delete usage that you have created in a Workloa...,,batch_delete_workload_estimate_usage,exec,,,,,
BatchUpdateBillScenarioCommitmentModification,/#X-Amz-Target=AWSBCMPricingCalculator.BatchUpdateBillScenarioCommitmentModification,POST,Update a newly added or existing commitment. Yo...,,batch_update_bill_scenario_commitment_modification,exec,,,,,
BatchUpdateBillScenarioUsageModification,/#X-Amz-Target=AWSBCMPricingCalculator.BatchUpdateBillScenarioUsageModification,POST,Update a newly added or existing usage lines. Y...,,batch_update_bill_scenario_usage_modification,exec,,,,,
BatchUpdateWorkloadEstimateUsage,/#X-Amz-Target=AWSBCMPricingCalculator.BatchUpdateWorkloadEstimateUsage,POST,Update a newly added or existing usage lines. Y...,,batch_update_workload_estimate_usage,exec,,,,,
CreateBillEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.CreateBillEstimate,POST,Create a Bill estimate from a Bill scenario. In...,,create_bill_estimate,insert,,,,,
CreateBillScenario,/#X-Amz-Target=AWSBCMPricingCalculator.CreateBillScenario,POST,Creates a new bill scenario to model potential ...,,create_bill_scenario,insert,,,,,
CreateWorkloadEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.CreateWorkloadEstimate,POST,Creates a new workload estimate to model costs ...,,create_workload_estimate,insert,,,,,
DeleteBillEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.DeleteBillEstimate,POST,Deletes an existing bill estimate.,,delete_bill_estimate,delete,,,,,
DeleteBillScenario,/#X-Amz-Target=AWSBCMPricingCalculator.DeleteBillScenario,POST,Deletes an existing bill scenario.,,delete_bill_scenario,delete,,,,,
DeleteWorkloadEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.DeleteWorkloadEstimate,POST,Deletes an existing workload estimate.,,delete_workload_estimate,delete,,,,,
GetBillEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.GetBillEstimate,POST,Retrieves details of a specific bill estimate.,,get_bill_estimate,select,,,,,
GetBillScenario,/#X-Amz-Target=AWSBCMPricingCalculator.GetBillScenario,POST,Retrieves details of a specific bill scenario.,,get_bill_scenario,select,,,,,
GetPreferences,/#X-Amz-Target=AWSBCMPricingCalculator.GetPreferences,POST,Retrieves the current preferences for Pricing C...,,get_preferences,select,,,,,
GetWorkloadEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.GetWorkloadEstimate,POST,Retrieves details of a specific workload estimate.,,get_workload_estimate,select,,,,,
ListBillEstimateCommitments,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillEstimateCommitments,POST,Lists the commitments associated with a bill es...,,list_bill_estimate_commitments,select,$.items,,,,
