operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
AcceptInboundConnection,/2021-01-01/opensearch/cc/inboundConnection/{ConnectionId}/accept,PUT,Allows the destination Amazon OpenSearch Servic...,inbound_connections,accept_inbound_connection,exec,,,,,
AddDataSource,/2021-01-01/opensearch/domain/{DomainName}/dataSource,POST,Creates a new direct-query data source to the s...,data_sources,add_data_source,exec,,,,,
AddDirectQueryDataSource,/2021-01-01/opensearch/directQueryDataSource,POST,Adds a new data source in Amazon OpenSearch Ser...,direct_query_data_sources,add_direct_query_data_source,exec,,,,,
AddTags,/2021-01-01/tags,POST,Attaches tags to an existing Amazon OpenSearch ...,tags,add_tags,exec,,,,,
AssociatePackage,/2021-01-01/packages/associate/{PackageID}/{DomainName},POST,Associates a package with an Amazon OpenSearch ...,package_associations,associate_package,exec,,,,,
AssociatePackages,/2021-01-01/packages/associateMultiple,POST,Operation in the Amazon OpenSearch Service API ...,package_associations,associate_packages,exec,,,,,
AuthorizeVpcEndpointAccess,/2021-01-01/opensearch/domain/{DomainName}/authorizeVpcEndpointAccess,POST,Provides access to an Amazon OpenSearch Service...,vpc_endpoint_access,authorize_vpc_endpoint_access,exec,,,,,
CancelDomainConfigChange,/2021-01-01/opensearch/domain/{DomainName}/config/cancel,POST,Cancels a pending configuration change on an Am...,domain_configs,cancel_domain_config_change,exec,,,,,
CancelServiceSoftwareUpdate,/2021-01-01/opensearch/serviceSoftwareUpdate/cancel,POST,Cancels a scheduled service software update for...,service_software_updates,cancel_service_software_update,exec,,,,,
CreateApplication,/2021-01-01/opensearch/application,POST,Creates an OpenSearch UI application. For more ...,applications,create_application,insert,,,,,
CreateDomain,/2021-01-01/opensearch/domain,POST,Creates an Amazon OpenSearch Service domain. Fo...,domains,create_domain,insert,,,,,
CreateIndex,/2021-01-01/opensearch/domain/{DomainName}/index,POST,Creates an OpenSearch index with optional autom...,indexes,create_index,insert,,,,,
CreateOutboundConnection,/2021-01-01/opensearch/cc/outboundConnection,POST,Creates a new cross-cluster search connection f...,outbound_connections,create_outbound_connection,insert,,,,,
CreatePackage,/2021-01-01/packages,POST,Creates a package for use with Amazon OpenSearc...,packages,create_package,insert,,,,,
CreateVpcEndpoint,/2021-01-01/opensearch/vpcEndpoints,POST,Creates an Amazon OpenSearch Service-managed VP...,vpc_endpoints,create_vpc_endpoint,insert,,,,,
