operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CreateConnection,/#X-Amz-Target=CodeStar_connections_20191201.CreateConnection,POST,Creates a connection that can then be given to ...,connections,create_connection,insert,,,,,
CreateHost,/#X-Amz-Target=CodeStar_connections_20191201.CreateHost,POST,Creates a resource that represents the infrastr...,hosts,create_host,insert,,,,,
CreateRepositoryLink,/#X-Amz-Target=CodeStar_connections_20191201.CreateRepositoryLink,POST,Creates a link to a specified external Git repo...,repository_links,create_repository_link,insert,,,,,
CreateSyncConfiguration,/#X-Amz-Target=CodeStar_connections_20191201.CreateSyncConfiguration,POST,Creates a sync configuration which allows Amazo...,sync_configurations,create_sync_configuration,insert,,,,,
DeleteConnection,/#X-Amz-Target=CodeStar_connections_20191201.DeleteConnection,POST,The connection to be deleted.,connections,delete_connection,delete,,,,,
DeleteHost,/#X-Amz-Target=CodeStar_connections_20191201.DeleteHost,POST,The host to be deleted. Before you delete a hos...,hosts,delete_host,delete,,,,,
DeleteRepositoryLink,/#X-Amz-Target=CodeStar_connections_20191201.DeleteRepositoryLink,POST,Deletes the association between your connection...,repository_links,delete_repository_link,delete,,,,,
DeleteSyncConfiguration,/#X-Amz-Target=CodeStar_connections_20191201.DeleteSyncConfiguration,POST,Deletes the sync configuration for a specified ...,sync_configurations,delete_sync_configuration,delete,,,,,
GetConnection,/#X-Amz-Target=CodeStar_connections_20191201.GetConnection,POST,Returns the connection ARN and details such as ...,connections,get_connection,select,,,,,
GetHost,/#X-Amz-Target=CodeStar_connections_20191201.GetHost,POST,Returns the host ARN and details such as status...,hosts,get_host,select,,,,,
GetRepositoryLink,/#X-Amz-Target=CodeStar_connections_20191201.GetRepositoryLink,POST,Returns details about a repository link. A repo...,repository_links,get_repository_link,select,,,,,
GetRepositorySyncStatus,/#X-Amz-Target=CodeStar_connections_20191201.GetRepositorySyncStatus,POST,Returns details about the sync status for a rep...,repository_sync_status,get_repository_sync_status,select,,,,,
GetResourceSyncStatus,/#X-Amz-Target=CodeStar_connections_20191201.GetResourceSyncStatus,POST,Returns the status of the sync with the Git rep...,resource_sync_status,get_resource_sync_status,select,,,,,
GetSyncBlockerSummary,/#X-Amz-Target=CodeStar_connections_20191201.GetSyncBlockerSummary,POST,Returns a list of the most recent sync blockers.,sync_blocker_summaries,get_sync_blocker_summary,select,,,,,
GetSyncConfiguration,/#X-Amz-Target=CodeStar_connections_20191201.GetSyncConfiguration,POST,"Returns details about a sync configuration, inc...",sync_configurations,get_sync_configuration,select,,,,,
ListConnections,/#X-Amz-Target=CodeStar_connections_20191201.ListConnections,POST,Lists the connections associated with your acco...,connections,list_connections,select,,,,,
ListHosts,/#X-Amz-Target=CodeStar_connections_20191201.ListHosts,POST,Lists the hosts associated with your account.,hosts,list_hosts,select,,,,,
ListRepositoryLinks,/#X-Amz-Target=CodeStar_connections_20191201.ListRepositoryLinks,POST,Lists the repository links created for connecti...,repository_links,list_repository_links,select,,,,,
ListRepositorySyncDefinitions,/#X-Amz-Target=CodeStar_connections_20191201.ListRepositorySyncDefinitions,POST,Lists the repository sync definitions for repos...,repository_sync_definitions,list_repository_sync_definitions,select,,,,,
ListSyncConfigurations,/#X-Amz-Target=CodeStar_connections_20191201.ListSyncConfigurations,POST,Returns a list of sync configurations for a spe...,sync_configurations,list_sync_configurations,select,,,,,
ListTagsForResource,/#X-Amz-Target=CodeStar_connections_20191201.ListTagsForResource,POST,Gets the set of key-value pairs (metadata) that...,tags_for_resources,list_tags_for_resource,select,,,,,
TagResource,/#X-Amz-Target=CodeStar_connections_20191201.TagResource,POST,Adds to or modifies the tags of the given resou...,resources,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=CodeStar_connections_20191201.UntagResource,POST,Removes tags from an Amazon Web Services resource.,resources,untag_resource,exec,,,,,
UpdateHost,/#X-Amz-Target=CodeStar_connections_20191201.UpdateHost,POST,Updates a specified host with the provided conf...,hosts,update_host,update,,,,,
UpdateRepositoryLink,/#X-Amz-Target=CodeStar_connections_20191201.UpdateRepositoryLink,POST,Updates the association between your connection...,repository_links,update_repository_link,update,,,,,
UpdateSyncBlocker,/#X-Amz-Target=CodeStar_connections_20191201.UpdateSyncBlocker,POST,Allows you to update the status of a sync block...,sync_blockers,update_sync_blocker,update,,,,,
UpdateSyncConfiguration,/#X-Amz-Target=CodeStar_connections_20191201.UpdateSyncConfiguration,POST,Updates the sync configuration for your connect...,sync_configurations,update_sync_configuration,update,,,,,
