operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
ReadJob,/2012-09-25/jobs/{Id},GET,The ReadJob operation returns detailed informat...,jobs,read_job,select,,,,,
ListJobsByStatus,/2012-09-25/jobsByStatus/{Status},GET,The ListJobsByStatus operation gets a list of j...,jobs,list_jobs_by_status,select,$.Jobs,,,,
CancelJob,/2012-09-25/jobs/{Id},DELETE,The CancelJob operation cancels an unfinished j...,jobs,cancel_job,delete,,,,,
CreateJob,/2012-09-25/jobs,POST,"When you create a job, Elastic Transcoder retur...",jobs,create_job,insert,,,,,
ListJobsByPipeline,/2012-09-25/jobsByPipeline/{PipelineId},GET,The ListJobsByPipeline operation gets a list of...,jobs,list_jobs_by_pipeline,select,$.Jobs,,,,
UpdatePipelineNotifications,/2012-09-25/pipelines/{Id}/notifications,POST,"With the UpdatePipelineNotifications operation,...",pipelines,update_pipeline_notifications,exec,,,,,
UpdatePipelineStatus,/2012-09-25/pipelines/{Id}/status,POST,The UpdatePipelineStatus operation pauses or re...,pipelines,update_pipeline_status,exec,,,,,
CreatePipeline,/2012-09-25/pipelines,POST,The CreatePipeline operation creates a pipeline...,pipelines,create_pipeline,insert,,,,,
DeletePipeline,/2012-09-25/pipelines/{Id},DELETE,The DeletePipeline operation removes a pipeline...,pipelines,delete_pipeline,delete,,,,,
ListPipelines,/2012-09-25/pipelines,GET,The ListPipelines operation gets a list of the ...,pipelines,list_pipelines,select,$.Pipelines,,,,
ReadPipeline,/2012-09-25/pipelines/{Id},GET,The ReadPipeline operation gets detailed inform...,pipelines,read_pipeline,select,,,,,
UpdatePipeline,/2012-09-25/pipelines/{Id},PUT,Use the `UpdatePipeline` operation to update se...,pipelines,update_pipeline,update,,,,,
CreatePreset,/2012-09-25/presets,POST,The CreatePreset operation creates a preset wit...,presets,create_preset,insert,,,,,
DeletePreset,/2012-09-25/presets/{Id},DELETE,The DeletePreset operation removes a preset tha...,presets,delete_preset,delete,,,,,
ListPresets,/2012-09-25/presets,GET,The ListPresets operation gets a list of the de...,presets,list_presets,select,$.Presets,,,,
ReadPreset,/2012-09-25/presets/{Id},GET,The ReadPreset operation gets detailed informat...,presets,read_preset,select,,,,,
TestRole,/2012-09-25/roleTests,POST,The TestRole operation tests the IAM role used ...,role_tests,test_role,exec,,,,,
