operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteEarthObservationJob,/earth-observation-jobs/{Arn},DELETE,Use this operation to delete an Earth Observati...,earth_observation_jobs,delete_earth_observation_job,delete,,,,,
DeleteVectorEnrichmentJob,/vector-enrichment-jobs/{Arn},DELETE,Use this operation to delete a Vector Enrichmen...,vector_enrichment_jobs,delete_vector_enrichment_job,delete,,,,,
ExportEarthObservationJob,/export-earth-observation-job,POST,Use this operation to export results of an Eart...,earth_observation_jobs,export_earth_observation_job,exec,,,,,
ExportVectorEnrichmentJob,/export-vector-enrichment-jobs,POST,Use this operation to copy results of a Vector ...,vector_enrichment_jobs,export_vector_enrichment_job,exec,,,,,
GetEarthObservationJob,/earth-observation-jobs/{Arn},GET,Get the details for a previously initiated Eart...,earth_observation_jobs,get_earth_observation_job,select,,,,,
GetRasterDataCollection,/raster-data-collection/{Arn},GET,Use this operation to get details of a specific...,raster_data_collections,get_raster_data_collection,select,,,,,
GetTile,/tile/{z}/{x}/{y},GET,Gets a web mercator tile for the given Earth Ob...,tiles,get_tile,select,,,,,
GetVectorEnrichmentJob,/vector-enrichment-jobs/{Arn},GET,Retrieves details of a Vector Enrichment Job fo...,vector_enrichment_jobs,get_vector_enrichment_job,select,,,,,
ListEarthObservationJobs,/list-earth-observation-jobs,POST,Use this operation to get a list of the Earth O...,earth_observation_jobs,list_earth_observation_jobs,select,$.EarthObservationJobSummaries,,,,
ListRasterDataCollections,/raster-data-collections,GET,Use this operation to get raster data collections.,raster_data_collections,list_raster_data_collections,select,$.RasterDataCollectionSummaries,NextToken,query,NextToken,body
ListTagsForResource,/tags/{ResourceArn},GET,Lists the tags attached to the resource.,tags,list_tags_for_resource,select,,,,,
ListVectorEnrichmentJobs,/list-vector-enrichment-jobs,POST,Retrieves a list of vector enrichment jobs.,vector_enrichment_jobs,list_vector_enrichment_jobs,select,$.VectorEnrichmentJobSummaries,,,,
SearchRasterDataCollection,/search-raster-data-collection,POST,Allows you run image query on a specific raster...,raster_data_collections,search_raster_data_collection,exec,,,,,
StartEarthObservationJob,/earth-observation-jobs,POST,Use this operation to create an Earth observati...,earth_observation_jobs,start_earth_observation_job,exec,,,,,
StartVectorEnrichmentJob,/vector-enrichment-jobs,POST,Creates a Vector Enrichment job for the supplie...,vector_enrichment_jobs,start_vector_enrichment_job,exec,,,,,
StopEarthObservationJob,/earth-observation-jobs/stop,POST,Use this operation to stop an existing earth ob...,earth_observation_jobs,stop_earth_observation_job,exec,,,,,
StopVectorEnrichmentJob,/vector-enrichment-jobs/stop,POST,Stops the Vector Enrichment job for a given job...,vector_enrichment_jobs,stop_vector_enrichment_job,exec,,,,,
TagResource,/tags/{ResourceArn},PUT,The resource you want to tag.,tags,tag_resource,exec,,,,,
UntagResource,/tags/{ResourceArn},DELETE,The resource you want to untag.,tags,untag_resource,delete,,,,,
